# Site: https://kubernetes.recipes/
# Run Date: 2026-06-06T00:44:19.573Z
# Pages Crawled: 606
# Total Issues: 1915

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-glm5-754b-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-glm5-754b-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-glm5-754b-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-granite-speech-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-granite-speech-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-granite-speech-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-kimi-k25-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-kimi-k25-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-kimi-k25-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-llama2-70b-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-llama2-70b-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-llama2-70b-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-llama31-8b-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-llama31-8b-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-llama31-8b-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-ltx-video-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-ltx-video-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-ltx-video-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-minimax-m25-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-minimax-m25-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-minimax-m25-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-mistral-nvidia-nim,og:url (https://kubernetes.recipes/recipes/ai/deploy-mistral-nvidia-nim/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-mistral-nvidia-nim),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-mistral-vllm-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-mistral-vllm-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-mistral-vllm-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-nemotron-120b-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-nemotron-120b-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-nemotron-120b-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-phi4-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-phi4-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-phi4-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-phi4-reasoning-vision-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-phi4-reasoning-vision-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-phi4-reasoning-vision-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-qwen3-235b-moe-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-qwen3-235b-moe-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-qwen3-235b-moe-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-qwen3-coder-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-qwen3-coder-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-qwen3-coder-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-qwen3-tts-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-qwen3-tts-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-qwen3-tts-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-qwen35-35b-moe-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-qwen35-35b-moe-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-qwen35-35b-moe-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-qwen35-397b-moe-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-qwen35-397b-moe-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-qwen35-397b-moe-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-qwen35-9b-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-qwen35-9b-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-qwen35-9b-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-retinanet-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-retinanet-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-retinanet-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-sarvam-105b-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-sarvam-105b-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-sarvam-105b-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-stable-diffusion-xl-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-stable-diffusion-xl-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-stable-diffusion-xl-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/deploy-whisper-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/deploy-whisper-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/deploy-whisper-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/distributed-inference-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/distributed-inference-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/distributed-inference-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/genai-perf-benchmark-llm,og:url (https://kubernetes.recipes/recipes/ai/genai-perf-benchmark-llm/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/genai-perf-benchmark-llm),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/genai-perf-triton-benchmark,og:url (https://kubernetes.recipes/recipes/ai/genai-perf-triton-benchmark/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/genai-perf-triton-benchmark),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/gpu-clusterpolicy-gds-enable,og:url (https://kubernetes.recipes/recipes/ai/gpu-clusterpolicy-gds-enable/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/gpu-clusterpolicy-gds-enable),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/gpu-time-slicing-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/gpu-time-slicing-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/gpu-time-slicing-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kai-scheduler-gpu-sharing,og:url (https://kubernetes.recipes/recipes/ai/kai-scheduler-gpu-sharing/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kai-scheduler-gpu-sharing),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kai-scheduler-installation,og:url (https://kubernetes.recipes/recipes/ai/kai-scheduler-installation/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kai-scheduler-installation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kai-scheduler-podgroups,og:url (https://kubernetes.recipes/recipes/ai/kai-scheduler-podgroups/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kai-scheduler-podgroups),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kai-scheduler-queues,og:url (https://kubernetes.recipes/recipes/ai/kai-scheduler-queues/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kai-scheduler-queues),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kai-scheduler-topology-aware,og:url (https://kubernetes.recipes/recipes/ai/kai-scheduler-topology-aware/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kai-scheduler-topology-aware),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kubeflow-distributed-training,og:url (https://kubernetes.recipes/recipes/ai/kubeflow-distributed-training/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kubeflow-distributed-training),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kubeflow-training-operator,og:url (https://kubernetes.recipes/recipes/ai/kubeflow-training-operator/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kubeflow-training-operator),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/kubernetes-gpu-sharing-mps-mig,og:url (https://kubernetes.recipes/recipes/ai/kubernetes-gpu-sharing-mps-mig/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/kubernetes-gpu-sharing-mps-mig),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/leaderworkerset-operator,og:url (https://kubernetes.recipes/recipes/ai/leaderworkerset-operator/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/leaderworkerset-operator),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/llama-stack-kubernetes-nim,og:url (https://kubernetes.recipes/recipes/ai/llama-stack-kubernetes-nim/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/llama-stack-kubernetes-nim),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/llm-autoscaling-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/llm-autoscaling-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/llm-autoscaling-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/llm-quantization-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/llm-quantization-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/llm-quantization-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/llm-serving-frameworks-compared,og:url (https://kubernetes.recipes/recipes/ai/llm-serving-frameworks-compared/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/llm-serving-frameworks-compared),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/mlperf-benchmark-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/mlperf-benchmark-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/mlperf-benchmark-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/model-caching-shared-memory,og:url (https://kubernetes.recipes/recipes/ai/model-caching-shared-memory/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/model-caching-shared-memory),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/model-storage-hostpath-pvc,og:url (https://kubernetes.recipes/recipes/ai/model-storage-hostpath-pvc/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/model-storage-hostpath-pvc),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/mpi-operator-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/mpi-operator-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/mpi-operator-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/multi-gpu-llm-inference,og:url (https://kubernetes.recipes/recipes/ai/multi-gpu-llm-inference/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/multi-gpu-llm-inference),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/nccl-allgather-benchmark-profile,og:url (https://kubernetes.recipes/recipes/ai/nccl-allgather-benchmark-profile/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/nccl-allgather-benchmark-profile),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/nccl-allreduce-benchmark-profile,og:url (https://kubernetes.recipes/recipes/ai/nccl-allreduce-benchmark-profile/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/nccl-allreduce-benchmark-profile),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/node-feature-discovery-operator,og:url (https://kubernetes.recipes/recipes/ai/node-feature-discovery-operator/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/node-feature-discovery-operator),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/nvidia-clara-medical-ai-kubernetes,og:url (https://kubernetes.recipes/recipes/ai/nvidia-clara-medical-ai-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/nvidia-clara-medical-ai-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/nvidia-gpu-operator-install,og:url (https://kubernetes.recipes/recipes/ai/nvidia-gpu-operator-install/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/nvidia-gpu-operator-install),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/ai/nvidia-gpu-operator-setup,og:url (https://kubernetes.recipes/recipes/ai/nvidia-gpu-operator-setup/) doesn't match canonical (https://kubernetes.recipes/recipes/ai/nvidia-gpu-operator-setup),unchanged,Ensure og:url and the canonical URL point to the same page.,content
